order_id,order_date,customer_id,product,category,price,quantity
115,2024-02-29,3173,Phone,Electronics,500,2
116,2024-04-15,2132,Tablet,Electronics,300,4
117,2024-05-30,2632,Sunglasses,Accessories,90,3
118,2024-01-17,3587,Sunglasses,Accessories,90,4
119,2024-03-24,1668,Laptop,Electronics,800,1
120,2024-10-07,1881,Backpack,Accessories,60,3
121,2024-04-04,4907,Tablet,Electronics,300,1
122,2024-11-18,4059,Shoes,Fashion,120,2
123,2024-03-04,2315,Tablet,Electronics,300,4
124,2024-05-07,4738,Backpack,Accessories,60,4
125,2024-01-11,3788,Sunglasses,Accessories,90,3
126,2024-10-30,3884,Backpack,Accessories,60,2
127,2024-05-02,3454,Laptop,Electronics,800,1
128,2024-08-16,2898,Camera,Electronics,700,3
129,2024-01-29,1531,Camera,Electronics,700,4
130,2024-01-26,1570,Watch,Accessories,150,1
131,2024-09-22,2598,Sunglasses,Accessories,90,1
132,2024-12-20,2629,Phone,Electronics,500,3
133,2024-02-22,3684,Laptop,Electronics,800,4
134,2024-05-01,2932,Backpack,Accessories,60,2
135,2024-02-06,2427,Camera,Electronics,700,4
136,2024-01-25,3173,T-Shirt,Fashion,40,2
137,2024-01-23,3920,Backpack,Accessories,60,3
138,2024-12-10,3758,Sunglasses,Accessories,90,3
139,2024-03-31,1174,Shoes,Fashion,120,4
140,2024-10-07,3429,Watch,Accessories,150,1
141,2024-10-10,4183,Sunglasses,Accessories,90,4
142,2024-08-26,2153,Phone,Electronics,500,3
143,2024-11-01,4409,Shoes,Fashion,120,3
144,2024-02-23,2221,Watch,Accessories,150,1
145,2024-02-06,2817,Laptop,Electronics,800,3
146,2024-03-26,2231,Laptop,Electronics,800,1
147,2024-10-18,4689,Sunglasses,Accessories,90,1
148,2024-07-24,1355,Watch,Accessories,150,4
149,2024-05-24,3716,Camera,Electronics,700,2
150,2024-01-15,2181,Tablet,Electronics,300,1
151,2024-09-27,3649,Camera,Electronics,700,1
152,2024-09-15,4385,Phone,Electronics,500,3
153,2024-10-10,2130,Laptop,Electronics,800,4
154,2024-12-18,3806,Sunglasses,Accessories,90,4
155,2024-12-09,3147,Headphones,Electronics,80,4
156,2024-07-28,2433,Shoes,Fashion,120,2
157,2024-11-08,2613,T-Shirt,Fashion,40,3
158,2024-07-06,4683,Laptop,Electronics,800,1
159,2024-08-23,2615,Shoes,Fashion,120,2
160,2024-07-25,3786,Tablet,Electronics,300,3
161,2024-03-29,1074,Watch,Accessories,150,3
162,2024-10-10,3346,Watch,Accessories,150,2
163,2024-05-30,1060,Sunglasses,Accessories,90,4
164,2024-03-21,2515,Shoes,Fashion,120,3
165,2024-01-26,3507,Backpack,Accessories,60,4
166,2024-11-07,2537,Camera,Electronics,700,1
167,2024-06-06,4732,Sunglasses,Accessories,90,1
168,2024-09-26,3016,Laptop,Electronics,800,2
169,2024-03-27,3469,Sunglasses,Accessories,90,4
170,2024-11-29,4633,Sunglasses,Accessories,90,3
171,2024-03-08,1080,Sunglasses,Accessories,90,4
172,2024-05-02,3771,Headphones,Electronics,80,2
173,2024-10-15,3756,Shoes,Fashion,120,2
174,2024-05-14,2387,Sunglasses,Accessories,90,1
175,2024-10-28,1724,T-Shirt,Fashion,40,3
176,2024-12-16,2517,Headphones,Electronics,80,3
177,2024-03-03,1308,Shoes,Fashion,120,3
178,2024-08-06,2816,Sunglasses,Accessories,90,4
179,2024-11-01,4240,Tablet,Electronics,300,1
180,2024-12-01,1738,Shoes,Fashion,120,4
181,2024-02-10,2296,Laptop,Electronics,800,2
182,2024-04-04,1439,Shoes,Fashion,120,3
183,2024-05-16,4562,Camera,Electronics,700,2
184,2024-12-30,1826,Watch,Accessories,150,4
185,2024-09-19,3605,T-Shirt,Fashion,40,4
186,2024-04-21,2687,Headphones,Electronics,80,1
187,2024-11-01,3694,T-Shirt,Fashion,40,2
188,2024-12-23,2621,Headphones,Electronics,80,3
189,2024-05-15,2691,Phone,Electronics,500,1
190,2024-09-27,2643,Backpack,Accessories,60,4
191,2024-09-07,3277,Camera,Electronics,700,2
192,2024-10-08,1431,Laptop,Electronics,800,1
193,2024-04-28,1283,Phone,Electronics,500,2
194,2024-11-13,4036,Laptop,Electronics,800,2
195,2024-02-23,2158,Shoes,Fashion,120,2
196,2024-03-09,3533,Backpack,Accessories,60,4
197,2024-06-14,4337,Sunglasses,Accessories,90,4
198,2024-08-16,4234,Phone,Electronics,500,4
199,2024-09-02,4316,Backpack,Accessories,60,1
200,2024-06-12,4820,T-Shirt,Fashion,40,1
201,2024-12-26,2655,Laptop,Electronics,800,1
202,2024-05-16,1246,Camera,Electronics,700,2
203,2024-10-16,4917,Tablet,Electronics,300,3
204,2024-06-12,3395,Shoes,Fashion,120,1
205,2024-07-30,1934,T-Shirt,Fashion,40,3
206,2024-06-23,1306,Shoes,Fashion,120,2
207,2024-01-17,1829,Headphones,Electronics,80,4
208,2024-10-16,3266,Backpack,Accessories,60,4
209,2024-03-20,2944,Watch,Accessories,150,3
210,2024-06-16,4416,Camera,Electronics,700,3
211,2024-12-14,3074,Shoes,Fashion,120,3
212,2024-11-03,4195,Tablet,Electronics,300,3
213,2024-04-10,4409,Headphones,Electronics,80,2
214,2024-04-01,3690,Shoes,Fashion,120,3
215,2024-06-22,4409,Tablet,Electronics,300,4
216,2024-12-13,1457,Watch,Accessories,150,3
217,2024-09-06,3637,Backpack,Accessories,60,4
218,2024-11-16,3067,Sunglasses,Accessories,90,4
219,2024-05-03,1475,Laptop,Electronics,800,4
220,2024-07-11,3192,Watch,Accessories,150,1
221,2024-01-12,3255,Shoes,Fashion,120,4
222,2024-11-16,3130,Headphones,Electronics,80,3
223,2024-11-19,1204,T-Shirt,Fashion,40,2
224,2024-12-22,4439,Backpack,Accessories,60,2
225,2024-06-13,4052,Headphones,Electronics,80,1
226,2024-04-07,2856,Sunglasses,Accessories,90,2
227,2024-10-19,1171,Laptop,Electronics,800,4
228,2024-01-08,3771,Laptop,Electronics,800,4
229,2024-08-22,1654,Shoes,Fashion,120,2
230,2024-05-20,4461,Sunglasses,Accessories,90,1
231,2024-04-29,2545,Sunglasses,Accessories,90,3
232,2024-12-15,1945,Camera,Electronics,700,4
233,2024-08-31,4905,Sunglasses,Accessories,90,4
234,2024-10-02,1518,Shoes,Fashion,120,2
235,2024-09-30,1362,Tablet,Electronics,300,3
236,2024-11-05,2344,Laptop,Electronics,800,1
237,2024-12-27,3285,Phone,Electronics,500,3
238,2024-07-17,1540,T-Shirt,Fashion,40,1
239,2024-06-01,3920,Watch,Accessories,150,1
240,2024-02-14,4522,Shoes,Fashion,120,1
241,2024-04-23,1936,Tablet,Electronics,300,4
242,2024-08-31,1707,Watch,Accessories,150,1
243,2024-10-04,4208,Sunglasses,Accessories,90,4
244,2024-08-15,1067,Tablet,Electronics,300,3
245,2024-03-29,4571,Watch,Accessories,150,4
246,2024-10-26,4050,Laptop,Electronics,800,4
247,2024-01-27,2379,Phone,Electronics,500,4
248,2024-04-20,3483,Headphones,Electronics,80,3
249,2024-06-19,4407,Watch,Accessories,150,4
250,2024-03-10,2111,Headphones,Electronics,80,4
251,2024-02-08,1357,Camera,Electronics,700,2
252,2024-01-25,1350,Watch,Accessories,150,3
253,2024-03-11,3712,Camera,Electronics,700,3
254,2024-03-15,3835,Shoes,Fashion,120,2
255,2024-07-24,3719,Sunglasses,Accessories,90,4
256,2024-03-20,4035,Shoes,Fashion,120,2
257,2024-03-26,1584,Laptop,Electronics,800,1
258,2024-04-10,1982,Headphones,Electronics,80,4
259,2024-01-02,1413,Headphones,Electronics,80,2
260,2024-11-25,4339,T-Shirt,Fashion,40,2
261,2024-10-23,3599,T-Shirt,Fashion,40,1
262,2024-01-10,3780,Camera,Electronics,700,3
263,2024-12-24,3104,Sunglasses,Accessories,90,3
264,2024-03-09,3671,Laptop,Electronics,800,3
265,2024-07-02,1804,Camera,Electronics,700,3
266,2024-04-15,1002,Shoes,Fashion,120,3
267,2024-05-11,3420,Tablet,Electronics,300,2
268,2024-04-03,4276,Backpack,Accessories,60,1
269,2024-05-31,1917,Sunglasses,Accessories,90,3
270,2024-11-01,3537,Sunglasses,Accessories,90,4
271,2024-03-31,3940,T-Shirt,Fashion,40,1
272,2024-06-19,2146,Tablet,Electronics,300,1
273,2024-01-31,4801,Headphones,Electronics,80,2
274,2024-01-02,2755,Laptop,Electronics,800,1
275,2024-01-15,4237,Backpack,Accessories,60,1
276,2024-02-06,1503,Phone,Electronics,500,4
277,2024-04-13,4699,Tablet,Electronics,300,2
278,2024-11-12,4025,Phone,Electronics,500,1
279,2024-11-19,2426,Headphones,Electronics,80,4
280,2024-04-24,3857,T-Shirt,Fashion,40,2
281,2024-02-03,3043,Backpack,Accessories,60,1
282,2024-07-18,1340,Tablet,Electronics,300,1
283,2024-06-03,2463,Laptop,Electronics,800,4
284,2024-02-06,2211,Watch,Accessories,150,4
285,2024-11-06,4910,Headphones,Electronics,80,3
286,2024-09-14,1953,Laptop,Electronics,800,3
287,2024-12-19,2640,Backpack,Accessories,60,1
288,2024-06-14,3569,Sunglasses,Accessories,90,1
289,2024-11-21,2524,T-Shirt,Fashion,40,1
290,2024-11-26,3129,Shoes,Fashion,120,2
291,2024-02-24,3361,Headphones,Electronics,80,2
292,2024-11-10,4466,Watch,Accessories,150,2
293,2024-02-07,3607,Shoes,Fashion,120,1
294,2024-03-31,4846,T-Shirt,Fashion,40,1
295,2024-11-21,3361,Laptop,Electronics,800,4
296,2024-02-13,4787,Laptop,Electronics,800,2
297,2024-07-04,3399,Sunglasses,Accessories,90,1
298,2024-11-04,3478,Watch,Accessories,150,2
299,2024-03-09,2473,Shoes,Fashion,120,2
300,2024-02-22,2792,Shoes,Fashion,120,2
301,2024-07-19,4960,T-Shirt,Fashion,40,1
302,2024-03-13,1832,Backpack,Accessories,60,2
303,2024-09-05,4546,Backpack,Accessories,60,1
304,2024-09-14,3132,Camera,Electronics,700,4
305,2024-12-06,2602,Laptop,Electronics,800,2
306,2024-09-30,4207,T-Shirt,Fashion,40,2
307,2024-04-09,4375,T-Shirt,Fashion,40,2
308,2024-02-11,4673,Phone,Electronics,500,3
309,2024-04-17,4216,Headphones,Electronics,80,2
310,2024-11-12,1882,Laptop,Electronics,800,1
311,2024-03-22,4963,Shoes,Fashion,120,3
312,2024-10-14,2256,Watch,Accessories,150,2
313,2024-06-27,1159,Camera,Electronics,700,2
314,2024-07-13,2995,Shoes,Fashion,120,3
315,2024-09-14,4451,Watch,Accessories,150,4
316,2024-02-22,1835,Headphones,Electronics,80,1
317,2024-08-04,2642,Shoes,Fashion,120,4
318,2024-07-22,4334,Backpack,Accessories,60,3
319,2024-03-24,3125,T-Shirt,Fashion,40,3
320,2024-07-13,3427,Headphones,Electronics,80,2
321,2024-12-16,1162,Watch,Accessories,150,3
322,2024-07-20,4442,Tablet,Electronics,300,4
323,2024-09-29,3382,T-Shirt,Fashion,40,1
324,2024-10-31,4201,Backpack,Accessories,60,2
325,2024-09-01,3027,Backpack,Accessories,60,4
326,2024-10-10,3373,Tablet,Electronics,300,3
327,2024-09-14,4168,Phone,Electronics,500,1
328,2024-11-05,1594,Backpack,Accessories,60,2
329,2024-04-27,1471,Shoes,Fashion,120,1
330,2024-10-24,2823,Phone,Electronics,500,3
331,2024-08-15,2316,Headphones,Electronics,80,4
332,2024-03-22,4351,Camera,Electronics,700,4
333,2024-11-09,4142,Shoes,Fashion,120,2
334,2024-10-28,4000,T-Shirt,Fashion,40,3
335,2024-08-17,4511,Headphones,Electronics,80,3
336,2024-11-26,4934,Sunglasses,Accessories,90,1
337,2024-10-05,1993,Headphones,Electronics,80,1
338,2024-10-20,1403,Sunglasses,Accessories,90,1
339,2024-02-11,1886,Laptop,Electronics,800,3
340,2024-07-10,1118,Phone,Electronics,500,3
341,2024-07-26,2690,Headphones,Electronics,80,3
342,2024-11-26,2133,T-Shirt,Fashion,40,4
343,2024-07-12,2870,Headphones,Electronics,80,4
344,2024-02-15,4759,Backpack,Accessories,60,1
345,2024-03-24,1914,T-Shirt,Fashion,40,2
346,2024-11-15,4473,T-Shirt,Fashion,40,1
347,2024-05-08,2516,Sunglasses,Accessories,90,4
348,2024-02-17,2549,Laptop,Electronics,800,1
349,2024-07-27,4375,Watch,Accessories,150,2
350,2024-08-29,1100,Tablet,Electronics,300,2
351,2024-07-20,4530,Backpack,Accessories,60,1
352,2024-11-18,2156,T-Shirt,Fashion,40,1
353,2024-10-19,2498,Backpack,Accessories,60,4
354,2024-10-12,4571,Shoes,Fashion,120,2
355,2024-07-06,1837,Shoes,Fashion,120,3
356,2024-03-28,2482,Sunglasses,Accessories,90,3
357,2024-11-19,1965,Shoes,Fashion,120,2
358,2024-02-17,2157,Phone,Electronics,500,4
359,2024-02-01,1902,Headphones,Electronics,80,2
360,2024-02-01,3872,Backpack,Accessories,60,1
361,2024-04-21,1809,Headphones,Electronics,80,1
362,2024-07-26,3277,Backpack,Accessories,60,3
363,2024-05-27,3789,T-Shirt,Fashion,40,2
364,2024-07-17,1591,Headphones,Electronics,80,4
365,2024-03-27,4036,T-Shirt,Fashion,40,1
366,2024-06-22,1382,Tablet,Electronics,300,3
367,2024-12-09,1178,T-Shirt,Fashion,40,1
368,2024-12-04,1287,Backpack,Accessories,60,1
369,2024-10-02,4250,Tablet,Electronics,300,1
370,2024-04-15,2311,Headphones,Electronics,80,4
371,2024-05-24,4375,Backpack,Accessories,60,3
372,2024-09-11,2618,Backpack,Accessories,60,3
373,2024-06-25,2415,Phone,Electronics,500,1
374,2024-09-06,1832,Headphones,Electronics,80,2
375,2024-12-03,2344,Headphones,Electronics,80,3
376,2024-04-01,4253,T-Shirt,Fashion,40,4
377,2024-11-26,3318,Phone,Electronics,500,3
378,2024-05-23,3349,Sunglasses,Accessories,90,4
379,2024-05-05,3669,Headphones,Electronics,80,1
380,2024-12-26,1627,Tablet,Electronics,300,1
381,2024-04-07,3274,T-Shirt,Fashion,40,2
382,2024-12-06,4080,Tablet,Electronics,300,2
383,2024-06-10,3093,Phone,Electronics,500,3
384,2024-01-09,4940,Tablet,Electronics,300,1
385,2024-10-19,3828,T-Shirt,Fashion,40,3
386,2024-02-16,3385,Laptop,Electronics,800,2
387,2024-06-28,2237,Headphones,Electronics,80,3
388,2024-04-05,2974,Backpack,Accessories,60,1
389,2024-05-08,2802,Headphones,Electronics,80,2
390,2024-09-06,3620,Shoes,Fashion,120,3
391,2024-09-03,3630,Phone,Electronics,500,3
392,2024-01-30,4007,Shoes,Fashion,120,3
393,2024-05-24,3190,Headphones,Electronics,80,1
394,2024-01-20,1710,Shoes,Fashion,120,2
395,2024-12-01,3702,Sunglasses,Accessories,90,1
396,2024-05-11,3317,Backpack,Accessories,60,4
397,2024-04-22,2010,Camera,Electronics,700,2
398,2024-09-06,3260,Shoes,Fashion,120,3
399,2024-05-01,2317,Headphones,Electronics,80,3
400,2024-05-26,2733,Phone,Electronics,500,4
401,2024-02-25,1871,Tablet,Electronics,300,2
402,2024-09-07,2587,Phone,Electronics,500,3
403,2024-02-13,2345,T-Shirt,Fashion,40,2
404,2024-07-31,3009,Tablet,Electronics,300,3
405,2024-01-04,1394,Phone,Electronics,500,4
406,2024-03-08,3150,Laptop,Electronics,800,2
407,2024-12-21,1055,Camera,Electronics,700,3
408,2024-03-10,3384,Phone,Electronics,500,1
409,2024-07-28,4289,Shoes,Fashion,120,4
410,2024-06-18,1003,Phone,Electronics,500,3
411,2024-07-22,3988,T-Shirt,Fashion,40,1
412,2024-06-15,3254,Phone,Electronics,500,4
413,2024-10-17,3634,Laptop,Electronics,800,2
414,2024-06-08,2220,Sunglasses,Accessories,90,2
415,2024-06-21,2289,Headphones,Electronics,80,3
416,2024-04-03,3476,Laptop,Electronics,800,2
417,2024-05-22,1369,Phone,Electronics,500,4
418,2024-04-18,1030,Watch,Accessories,150,1
419,2024-08-23,4750,Backpack,Accessories,60,1
420,2024-02-14,3211,Camera,Electronics,700,2
421,2024-11-18,4831,Laptop,Electronics,800,1
422,2024-03-03,3184,Tablet,Electronics,300,4
423,2024-10-02,3751,T-Shirt,Fashion,40,4
424,2024-07-23,3857,Watch,Accessories,150,3
425,2024-06-03,2324,Phone,Electronics,500,1
426,2024-05-10,4119,Camera,Electronics,700,4
427,2024-03-04,3066,Tablet,Electronics,300,3
428,2024-04-07,3901,Laptop,Electronics,800,1
429,2024-05-10,2804,Tablet,Electronics,300,2
430,2024-06-03,4701,T-Shirt,Fashion,40,1
431,2024-02-02,1788,Camera,Electronics,700,2
432,2024-02-20,3397,Backpack,Accessories,60,2
433,2024-07-07,1446,Watch,Accessories,150,1
434,2024-03-13,3625,Shoes,Fashion,120,2
435,2024-02-08,2666,Laptop,Electronics,800,1
436,2024-09-27,3789,Shoes,Fashion,120,2
437,2024-08-11,4679,Laptop,Electronics,800,3
438,2024-08-21,4527,Camera,Electronics,700,4
439,2024-06-12,4315,Headphones,Electronics,80,3
440,2024-05-22,4486,Headphones,Electronics,80,2
441,2024-05-14,2542,Phone,Electronics,500,1
442,2024-03-06,2186,Headphones,Electronics,80,4
443,2024-10-28,3381,Phone,Electronics,500,3
444,2024-10-27,4350,Tablet,Electronics,300,2
445,2024-09-15,3755,Watch,Accessories,150,1
446,2024-03-20,2534,Tablet,Electronics,300,1
447,2024-08-28,2356,Headphones,Electronics,80,3
448,2024-09-22,1229,Laptop,Electronics,800,1
449,2024-02-15,3672,Tablet,Electronics,300,1
450,2024-01-22,3766,Sunglasses,Accessories,90,2
451,2024-09-03,3639,Shoes,Fashion,120,1
452,2024-10-22,2439,Camera,Electronics,700,3
453,2024-03-26,1712,Watch,Accessories,150,3
454,2024-01-11,4386,Laptop,Electronics,800,3
455,2024-07-16,1178,Watch,Accessories,150,3
456,2024-01-18,2445,Laptop,Electronics,800,2
457,2024-07-17,2262,Sunglasses,Accessories,90,3
458,2024-11-11,2268,Headphones,Electronics,80,3
459,2024-04-26,3760,Tablet,Electronics,300,1
460,2024-04-24,4296,Sunglasses,Accessories,90,4
461,2024-04-07,2560,Headphones,Electronics,80,2
462,2024-04-20,4610,Sunglasses,Accessories,90,1
463,2024-09-15,3806,Laptop,Electronics,800,2
464,2024-06-23,2493,Phone,Electronics,500,1
465,2024-07-17,3482,Sunglasses,Accessories,90,1
466,2024-04-11,1135,T-Shirt,Fashion,40,3
467,2024-03-14,1683,T-Shirt,Fashion,40,2
468,2024-07-04,3807,Laptop,Electronics,800,1
469,2024-02-01,2555,Backpack,Accessories,60,1
470,2024-06-08,1799,Backpack,Accessories,60,3
471,2024-09-10,3270,Laptop,Electronics,800,4
472,2024-02-27,2222,Watch,Accessories,150,2
473,2024-01-20,4925,Shoes,Fashion,120,4
474,2024-08-26,1604,Tablet,Electronics,300,1
475,2024-06-17,2585,Tablet,Electronics,300,3
476,2024-07-17,2266,Backpack,Accessories,60,1
477,2024-07-17,2935,Tablet,Electronics,300,4
478,2024-12-13,2964,Camera,Electronics,700,3
479,2024-06-08,1578,T-Shirt,Fashion,40,2
480,2024-12-15,4871,Watch,Accessories,150,1
481,2024-06-16,4140,Tablet,Electronics,300,3
482,2024-03-28,2124,Sunglasses,Accessories,90,1
483,2024-09-01,3696,Watch,Accessories,150,4
484,2024-05-13,4229,Watch,Accessories,150,3
485,2024-03-30,3886,Headphones,Electronics,80,1
486,2024-03-16,3082,Laptop,Electronics,800,2
487,2024-09-01,1026,Headphones,Electronics,80,1
488,2024-05-31,2628,Laptop,Electronics,800,2
489,2024-04-13,2127,T-Shirt,Fashion,40,3
490,2024-10-10,2832,Backpack,Accessories,60,2
491,2024-08-22,4276,Phone,Electronics,500,3
492,2024-01-06,2061,Laptop,Electronics,800,4
493,2024-05-11,2456,T-Shirt,Fashion,40,3
494,2024-10-05,3479,T-Shirt,Fashion,40,3
495,2024-10-18,1695,Camera,Electronics,700,1
496,2024-05-13,1328,T-Shirt,Fashion,40,1
497,2024-01-02,2156,T-Shirt,Fashion,40,2
498,2024-08-13,2493,Sunglasses,Accessories,90,1
499,2024-02-16,3968,T-Shirt,Fashion,40,1
500,2024-03-03,1253,Watch,Accessories,150,2
501,2024-12-26,1352,Backpack,Accessories,60,2
502,2024-11-12,3060,Phone,Electronics,500,3
503,2024-12-02,3828,T-Shirt,Fashion,40,1
504,2024-04-03,2450,Camera,Electronics,700,4
505,2024-10-15,4197,Phone,Electronics,500,1
506,2024-07-09,4286,Backpack,Accessories,60,2
507,2024-08-30,4871,Tablet,Electronics,300,4
508,2024-02-18,2057,Tablet,Electronics,300,1
509,2024-06-04,1475,T-Shirt,Fashion,40,4
510,2024-01-22,2389,Sunglasses,Accessories,90,1
511,2024-10-11,1512,Camera,Electronics,700,3
512,2024-09-24,3186,Headphones,Electronics,80,2
513,2024-11-05,2977,Phone,Electronics,500,1
514,2024-01-21,1120,Laptop,Electronics,800,3
515,2024-11-04,2193,Backpack,Accessories,60,3
516,2024-10-08,1282,Phone,Electronics,500,2
517,2024-11-18,4863,Shoes,Fashion,120,1
518,2024-10-09,3313,Phone,Electronics,500,3
519,2024-10-03,4591,T-Shirt,Fashion,40,3
520,2024-12-19,1956,Camera,Electronics,700,3
521,2024-11-07,4149,Shoes,Fashion,120,2
522,2024-02-26,3415,Phone,Electronics,500,1
523,2024-10-17,1068,Headphones,Electronics,80,1
524,2024-03-30,2629,Watch,Accessories,150,1
525,2024-07-26,3531,Tablet,Electronics,300,4
526,2024-09-09,3082,Watch,Accessories,150,3
527,2024-11-04,3477,Tablet,Electronics,300,2
528,2024-10-27,2587,Tablet,Electronics,300,1
529,2024-11-15,1894,T-Shirt,Fashion,40,4
530,2024-02-25,3244,Laptop,Electronics,800,1
531,2024-09-04,2489,Phone,Electronics,500,1
532,2024-09-11,1311,Backpack,Accessories,60,3
533,2024-08-22,4554,Tablet,Electronics,300,2
